"instance","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25"
"Bi-Objective BBOB_2_10_1",0.862376105806452,-0.189275751612903,0.199254067258065,0.0978357717419355,0.190667729580645,0.211106536774194,-0.826022010967742,-0.22245890516129,0.804481845806452,0.625571248387097,0.0550566840967742,-0.47663470516129,-0.794067482258065,-0.842713667741935,0.120970860387097,0.511995350967742,0.269516711935484,-0.969881203548387,-0.55227695483871,0.310229347419355,-0.422970821935484,0.975485736774194,-0.0173927394516129,0.956569159677419,0.121427343645161
"Bi-Objective BBOB_2_10_10",0.888047972258065,-0.195252739677419,0.202259071612903,0.0894478392258065,0.0332020846451613,0.104024684290323,-0.807587498064516,-0.258962453548387,0.846860244516129,0.595529702258065,0.0160802413870968,-0.299182268709677,-0.80289369483871,-0.856193641612903,0.170564250806452,0.481649476451613,0.161347912258065,-0.963692159354839,-0.344248460322581,0.355640598709677,-0.423112895483871,0.939926370322581,0.153177982225806,0.953103351290323,0.11695322683871
"Bi-Objective BBOB_2_10_2",0.922342677096774,-0.175149357741935,0.329884127419355,0.179816145806452,0.103386785967742,0.214373919032258,-0.823393021612903,-0.236926752903226,0.742535237419355,0.520798216774194,0.081239663,-0.638154605483871,-0.681525638709677,-0.783070418064516,0.040147818483871,0.333344421612903,0.496392423225806,-0.985511723225806,-0.312702838387097,0.532796231612903,-0.388037363225806,0.947681617096774,0.194806967096774,0.948867306129032,0.112021892290323
"Bi-Objective BBOB_2_10_3",0.776631680645161,-0.370234935483871,0.890875579354839,0.389391379354839,-0.0860117842903226,0.569863060645161,-0.833182551290323,-0.430438085806452,0.310807918387097,0.304977437419355,0.734970907419355,-0.906088502258064,0.164106387419355,-0.226478810645161,0.172670627225806,0.452153072580645,0.796487006774194,-0.995563118064516,0.251923166451613,0.472055088709677,0.186772535483871,0.900857994193548,0.635711690322581,0.938473285483871,0.130769068193548
"Bi-Objective BBOB_2_10_4",0.929526488387097,-0.185064015483871,0.37797303516129,0.288912404193548,0.0224536151612903,0.152857376967742,-0.774496928709677,-0.265028498709677,0.804488080322581,0.531408371935484,0.154197118709677,-0.473255450645161,-0.657897173225806,-0.772106786774194,0.151102202096774,0.237314029032258,0.430678061290323,-0.981750404516129,-0.172056959354839,0.506839242258065,-0.508759498709677,0.903269799354839,0.34389939483871,0.964226670967742,0.125311666870968
"Bi-Objective BBOB_2_10_5",0.902036707419355,-0.168464522580645,0.145750655806452,0.131218733354839,0.281382726451613,0.239090962258065,-0.702417698387097,-0.0375547971935484,0.903778171612903,0.655270935483871,0.154946610451613,-0.140843560290323,-0.767810818387097,-0.878056709354839,-0.083539385,0.35094014483871,0.0864299650967742,-0.962687025483871,-0.503174923548387,0.477709000322581,-0.455267007096774,0.969347791935484,-0.287203829354839,0.962353069354839,0.111304629225806
"Bi-Objective BBOB_2_10_6",0.887121870645161,-0.197040801612903,0.333986593225806,0.212544833870968,0.120375858258065,0.186902624677419,-0.864213596451613,-0.232016270483871,0.749389887419355,0.538338306451613,0.152111228709677,-0.606174411290323,-0.612480689354839,-0.722107195806452,0.170705964516129,0.39941582,0.542332016774194,-0.985758938709677,-0.313231427741935,0.427147847096774,-0.486891653548387,0.950010550645161,0.244110353548387,0.96060044483871,0.126671760258065
"Bi-Objective BBOB_2_10_7",0.868288021935484,-0.186923058709677,0.120627247225806,0.0397312788709677,0.191049089677419,0.081118280516129,-0.852288478387097,-0.207046687741935,0.832526518387097,0.599385951290323,0.058675867,-0.418906354516129,-0.787864698064516,-0.855187717741935,0.123540018225806,0.531820953870968,0.221121859032258,-0.972585763225806,-0.41131720483871,0.345863556129032,-0.329994191935484,0.962256360967742,-0.0934475791612903,0.941502381612903,0.121541061612903
"Bi-Objective BBOB_2_10_8",0.908761182580645,-0.172388247096774,0.266326472903226,0.241051429677419,0.0829316105806452,0.109847096645161,-0.730386342258065,-0.215169394967742,0.847357981290323,0.577857728064516,0.0729772379677419,-0.31452286,-0.720092436774194,-0.82180964483871,0.0688603813225806,0.190770746451613,0.345991801935484,-0.975823700967742,-0.256080385806452,0.536469061935484,-0.522469018709677,0.913112150645161,0.0759929367096774,0.968880299354839,0.108462933580645
"Bi-Objective BBOB_2_10_9",0.908517277096774,-0.244338087741935,0.683545252903226,0.316053535806452,0.129979454645161,0.440610842258065,-0.874942978387097,-0.247602489677419,0.59242166516129,0.390471252258065,0.388207519354839,-0.852461971612903,-0.19062834,-0.40121175516129,-0.0589046361935484,0.350086130645161,0.795915484516129,-0.99469276,-0.191588746451613,0.517109997096774,-0.406343754516129,0.952434713225806,0.412546179032258,0.956383201290323,0.109394942548387
"Bi-Objective BBOB_2_11_1",0.975491549354839,-0.42820486483871,0.943427787419355,-0.0773873765806452,0.557172081935484,0.972796503870968,-0.00728164922580645,0.615450687741935,0.557143776129032,0.625899253548387,0.545809567419355,-0.945632228709677,-0.169484247096774,-0.984603634516129,-0.774707908709677,-0.520002413225806,0.0620394959677419,-0.985955216774194,0.702753943225806,0.98913872483871,-0.167532781290323,0.615727087419355,0.220192110322581,0.985431601935484,0.122677256935484
"Bi-Objective BBOB_2_11_10",0.0822008251935484,-0.801503919677419,0.944485519354839,-0.604492246129032,0.807913420322581,0.99959901,-0.364533127096774,0.686891193225806,-0.441729246774194,0.528994254516129,-0.0560869106451613,-0.995162214516129,0.726062926774194,-0.978752800967742,-0.70684270516129,0.804738189677419,0.439584012903226,-0.996519776129032,0.167017545806452,0.774099111935484,-0.223594981612903,0.990660142258065,-0.632228158709677,0.990910779032258,0.228374965870968
"Bi-Objective BBOB_2_11_2",0.979262550967742,-0.368880116129032,0.957201442258064,-0.0432941904516129,0.41175291516129,0.937582420645161,-0.208729886129032,0.439640603225806,0.656932882903226,0.778771900322581,0.640195211290323,-0.887312396774193,-0.538139539032258,-0.984450640645161,-0.370374037096774,-0.437880487741935,-0.048713347483871,-0.990321080322581,0.762694619677419,0.980730215483871,-0.0405929421935484,0.475735974193548,0.575023034193548,0.987742899354839,0.14584907416129
"Bi-Objective BBOB_2_11_3",0.67455186483871,-0.786250588709677,0.941164245483871,-0.467424356129032,0.735888916774194,0.99843855483871,-0.128057828548387,0.845690658064516,-0.0421769058709677,0.554950066451613,0.211296876451613,-0.990766132258065,0.599333355806452,-0.988377083548387,-0.801666743548387,0.337654051935484,0.236825667419355,-0.993840259354839,0.499238513225806,0.95529581516129,-0.476715013548387,0.946720109677419,-0.37664843516129,0.99420934516129,0.116210091419355
"Bi-Objective BBOB_2_11_4",-0.35980264516129,-0.765492902580645,0.93120316483871,-0.541894991935484,0.817342266774194,0.999625883225806,-0.294852399354839,0.447872025483871,-0.731142127741936,0.485980280645161,-0.308969822258065,-0.997921631612903,0.643050063548387,-0.965076883870968,-0.672207446451613,0.890330551935484,0.570351490645161,-0.994770742258064,0.0460628776451613,0.674375972580645,0.106890453451613,0.993480153870968,-0.66295436483871,0.982177774516129,0.174712657967742
"Bi-Objective BBOB_2_11_5",0.65994938516129,-0.480728793225806,0.509440459354839,-0.375148348709677,0.892550264193548,0.980603256774194,-0.863699809032258,0.841822570645161,0.301003346774194,0.495594849032258,0.319745980322581,-0.97926388,-0.226323449677419,-0.995786539677419,-0.35963268516129,0.587113290645161,-0.252743760645161,-0.998938542258065,0.54778555,0.805576183870968,-0.323666281935484,0.94492129483871,-0.28059900483871,0.993798357419355,0.111588624193548
"Bi-Objective BBOB_2_11_6",0.979125358709677,-0.37991631516129,0.954279040322581,-0.0362152022903226,0.495934383870968,0.956890725483871,-0.116042668903226,0.520032400645161,0.627542280645161,0.723189112258064,0.619241311612903,-0.915936795806452,-0.380109078064516,-0.983982341612903,-0.580687122258065,-0.495309020645161,0.0231760632580645,-0.988382344193548,0.733857566129032,0.985275333225806,-0.120361205193548,0.541297790322581,0.424623120322581,0.987271949032258,0.109810552322581
"Bi-Objective BBOB_2_11_7",0.644135019032258,-0.841710222580645,0.958151245806452,-0.543191396774194,0.81741048483871,0.99921279483871,-0.381378467096774,0.785050830967742,0.0256693851290323,0.641427732258064,0.430780832258065,-0.981314743870968,0.653519717096774,-0.983856734516129,-0.407465518387097,0.620981998709677,0.341467834193548,-0.997045301935484,0.400465828387097,0.817370968387097,-0.225195325806452,0.966900008709677,-0.195221408064516,0.992026053548387,0.119640450322581
"Bi-Objective BBOB_2_11_8",0.143088152419355,-0.796168829354839,0.960296302258065,-0.568183508709677,0.729712318709677,0.999616154516129,-0.341833728387097,0.675197086774194,-0.308569589354839,0.612340222903226,-0.0202591194516129,-0.992542512258065,0.739573707096774,-0.969584756451613,-0.611295838387097,0.734008638387097,0.574712734193548,-0.996795140967742,0.101733180645161,0.791484107096774,-0.423242082903226,0.989907593225806,-0.570559901935484,0.994089168387097,0.113743705193548
"Bi-Objective BBOB_2_11_9",0.626749690322581,-0.821077189354839,0.954245604516129,-0.525400649677419,0.726422185806452,0.998787009677419,-0.339991112580645,0.824684306774194,0.068282747516129,0.679778058387097,0.270539942258064,-0.982615463870968,0.598792266774194,-0.986457518064516,-0.469036924193548,0.507827623870968,0.325660864193548,-0.996449587096774,0.383698134516129,0.897521927741936,-0.585770557741936,0.965106681612903,-0.287864229677419,0.99622969483871,0.111060950032258
"Bi-Objective BBOB_2_12_1",0.987483944193548,-0.34029404483871,0.922654289354839,-0.190072771290323,0.591093298064516,0.969427670322581,-0.022148747483871,0.572621218387097,0.658098567741936,0.635030363870968,0.519191047419355,-0.931174598064516,-0.242963814193548,-0.981449125483871,-0.873073578709677,-0.633923283225806,0.167892892741935,-0.987992861935484,0.484924663548387,0.992369219354839,0.0208806592580645,0.774499847096774,-0.001824942,0.975088615483871,0.115253117741935
