"instance","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25"
"Bi-Objective BBOB_2_10_1",-0.598739490967742,0.748162192903226,0.0136934870967742,-0.604812137096774,-0.995010866774193,0.257857025806452,0.819232478064516,0.936570157419355,-0.602796231612903,0.548047071612903,-0.139186549483871,-0.678679547096774,0.203406973548387,0.0776294081935484,-0.588950156451613,-0.772496499354839,0.23609906483871,0.34903643516129,0.407203313225806,-0.163320580290323,0.132585887935484,0.522739683225806,0.0688439666774193,0.709309476129032,0.119853765709677
"Bi-Objective BBOB_2_10_10",-0.485743187419355,0.647829446129032,0.0223099051612903,-0.598277099354839,-0.988038705806452,0.383051981935484,0.891632047096774,0.878607813225806,-0.493255389032258,0.448893665806452,-0.0455241659354839,-0.64455852483871,0.193674678709677,-0.0558298351935484,-0.471737756129032,-0.76453143483871,0.293701505483871,0.37883158483871,0.357206520967742,0.0207738520967742,0.213644877096774,0.41062991483871,-0.0168194951612903,0.732153928709677,0.111776298032258
"Bi-Objective BBOB_2_10_2",-0.700413861290323,0.640034219354839,0.0325191821935484,-0.790533580645161,-0.995602179354839,0.344027817096774,0.822231128709677,0.940739970967742,-0.526129510967742,0.666059746451613,-0.186053406,-0.56470938483871,-0.0453617028387097,0.0306498782258065,-0.666032171612903,-0.598758303548387,0.427085128387097,0.228514760645161,0.342983098387097,0.0310313617741935,0.236440795483871,0.633773819354839,-0.0297147396451613,0.86705906483871,0.112782824322581
"Bi-Objective BBOB_2_10_3",0.116978314935484,0.0818321164516129,0.680379039032258,-0.772306230322581,-0.996649985483871,0.405944248709677,0.906569264193548,0.972266196774194,-0.584596061935484,0.971579391935484,-0.243811703870968,0.609726143225806,-0.604026837419355,0.139076791193548,-0.388394458709677,-0.972898520322581,0.420984419677419,0.324361528387097,-0.70238616516129,0.62768875516129,-0.167135163225806,0.597055355806452,-0.480210608709677,0.964273088387097,0.136694169806452
"Bi-Objective BBOB_2_10_4",-0.546597514516129,0.513215427419355,0.0840130765806452,-0.800903342258064,-0.989467851290323,0.496767640322581,0.860303894193548,0.92561297483871,-0.472034591612903,0.632407047096774,-0.0890678367096774,-0.59269149516129,-0.0240805228709677,-0.196225158064516,-0.600193506129032,-0.709085939032258,0.467223183870968,0.319220652903226,0.286419010645161,0.196535363419355,0.32350757483871,0.596228916129032,-0.105388205451613,0.874434136129032,0.130887047
"Bi-Objective BBOB_2_10_5",-0.722069438709677,0.829320604516129,0.0362960731935484,-0.598561711935484,-0.998006966451613,0.160395674516129,0.690172262580645,0.943212740967742,-0.491356378709677,0.292032072258065,-0.248811046129032,-0.735073878064516,0.335113235483871,0.126870906225806,-0.668897870322581,-0.644600564193548,0.226375541935484,0.140166206193548,0.558932231612903,-0.434422388709677,0.0981781397419355,0.69955614516129,0.106081477,0.580157722580645,0.111992397548387
"Bi-Objective BBOB_2_10_6",-0.649725066451613,0.549375646774194,-0.0104998148387097,-0.826879286129032,-0.993786723870968,0.408288847741935,0.827997471612903,0.955123242903226,-0.546174019032258,0.728730250645161,-0.106004134774194,-0.489750792903226,-0.0466341605483871,-0.0589084662580645,-0.689295973225806,-0.671686170322581,0.477691487096774,0.32539215,0.287965874516129,0.162716876548387,0.257172286451613,0.605475433225806,-0.0354508293548387,0.849992111612903,0.124679303903226
"Bi-Objective BBOB_2_10_7",-0.637790625806452,0.768468931290323,-0.037322325483871,-0.592939312258065,-0.989376789032258,0.220285091935484,0.798811500322581,0.886811174516129,-0.63010021516129,0.546311263225806,-0.138683858290323,-0.699003583225806,0.157466231258065,0.0881369503548387,-0.621746673225806,-0.682892876774194,0.244723599677419,0.260192985483871,0.385034278064516,-0.0206941812903226,0.184173109677419,0.505780695483871,0.179451559548387,0.799882810645161,0.123869742129032
"Bi-Objective BBOB_2_10_8",-0.694237462258064,0.666079642258064,0.000150280903225806,-0.71151871,-0.990594627419355,0.324542171290323,0.786546016451613,0.915680691612903,-0.513515618387097,0.532104217419355,-0.0585431429354839,-0.713719360967742,0.188214149290323,-0.132552918322581,-0.664638756451613,-0.614322784516129,0.377669895483871,0.138585852354839,0.446878572580645,-0.0487763325483871,0.368467836451613,0.683209817419355,0.073588286483871,0.839663568387097,0.121979851870968
"Bi-Objective BBOB_2_10_9",-0.639250651290323,0.316112023225806,0.353391151935484,-0.944354449354839,-0.998883883870968,0.268868203225806,0.668041744193548,0.990403867419355,-0.429212777741936,0.893623869354839,-0.45292006483871,0.0247689165806452,-0.488387883225806,0.193706202032258,-0.76729123,-0.789026612903226,0.466037190967742,0.409113704516129,0.00883141793548387,0.181471536451613,0.0727997412580645,0.861867508709677,-0.232518855483871,0.920098268064516,0.111966786806452
"Bi-Objective BBOB_2_11_1",-0.599671511935484,-0.515896315483871,0.84753686483871,-0.499288399032258,-0.999723933548387,0.290385935483871,0.302921132258064,0.971215117741935,0.644680435806452,-0.622108727741935,-0.763248507096774,-0.681946266451613,-0.850750586774194,0.0301041760322581,-0.100250503903226,-0.585345027096774,0.43126066483871,0.927733296451613,0.773098184516129,0.0363362098064516,0.44954847483871,0.963914419354839,0.357763985806452,0.441444988387097,0.115818077548387
"Bi-Objective BBOB_2_11_10",0.375130456129032,0.0696157883870968,0.998927536451613,-0.332995650645161,-0.99886821,0.50970185516129,0.452307679032258,0.992786623225806,0.394608611935484,0.694383259032258,-0.98624843,-0.139213748225806,-0.532250894516129,0.490771793548387,0.932795144516129,-0.958505728709677,0.408440354516129,-0.129418976935484,-0.632745422580645,-0.86532713483871,-0.342268770967742,0.94226742516129,-0.148227691612903,0.91031878483871,0.200424817290323
"Bi-Objective BBOB_2_11_2",-0.709714468064516,-0.530192282903226,0.610796922580645,-0.470258268064516,-0.999211340967742,0.552061652258064,0.43160659,0.967408859677419,0.625738473225806,-0.60428976483871,-0.226456705483871,-0.602664947741935,-0.73604653,-0.114164751677419,-0.179603043548387,-0.468708944516129,0.508207341935484,0.954407168709677,0.899369629354839,0.160604373548387,0.553248366451613,0.890447522903226,0.224178848064516,0.283896542580645,0.147389427258065
"Bi-Objective BBOB_2_11_3",0.0328618960967742,-0.137768716774194,0.98885318516129,-0.625259987419355,-0.997868383870968,0.345943279354839,0.346997092580645,0.992854637096774,0.21240834516129,0.52123293,-0.970627461612903,-0.609698737419355,-0.72481202483871,0.0287362202580645,0.612629521612903,-0.885097927741936,0.446019927741935,0.671380286451613,0.151096329032258,-0.487757782580645,0.206997088387097,0.961529018064516,-0.0637633822580645,0.869428551935484,0.119821171580645
"Bi-Objective BBOB_2_11_4",0.380526752258065,0.051885073483871,0.999494987741935,0.0581886626129032,-0.998211248709677,0.672404847419355,0.485437798709677,0.98481531483871,0.67344233,0.720128903225806,-0.974871144516129,0.253032177096774,-0.388096562580645,0.616997159354839,0.965679197741935,-0.934281705483871,0.417737831612903,-0.626022681612903,-0.882393466451613,-0.922127363225806,-0.481616787096774,0.91706103,-0.268550743548387,0.868598170322581,0.187725497774194
"Bi-Objective BBOB_2_11_5",-0.546272964516129,0.51198304483871,0.691467700322581,-0.234834043870968,-0.965511215483871,0.0789606384193548,0.268585168387097,0.810708823870968,0.0664550430645161,-0.0429949321612903,-0.667679899032258,-0.956384340967742,-0.881359614516129,0.337231988064516,-0.539900351612903,-0.0793202626451613,0.29773427,0.551560759677419,0.804850746451613,-0.0199075542580645,0.219952956774194,0.772856122580645,0.909102285806452,0.896612859032258,0.111240425419355
"Bi-Objective BBOB_2_11_6",-0.681274504516129,-0.5573557,0.721839364193548,-0.507503686129032,-0.9995469,0.436997216451613,0.367400311612903,0.971684697419355,0.664033755806452,-0.631601541290323,-0.481278714193548,-0.616072001290323,-0.788226538709677,-0.0560992877741935,-0.167440923548387,-0.47542661516129,0.502166829032258,0.94363720483871,0.868277042903226,0.0866617447419355,0.533973670645161,0.939280651935484,0.272972156451613,0.303580321935484,0.128987781419355
"Bi-Objective BBOB_2_11_7",0.0646302352580645,-0.0368727413548387,0.970623240645161,-0.704988272580645,-0.997180860645161,0.387986661612903,0.528257954193548,0.994624245483871,0.258749632580645,0.48503055516129,-0.930435052903226,-0.550212369032258,-0.476993602903226,0.0430993947419355,0.589332087419355,-0.894220995806452,0.392379771290323,0.672766274516129,0.163499531290323,-0.589227014516129,0.0887617193870968,0.929534624193548,0.0470350868064516,0.897089606774194,0.117683741419355
"Bi-Objective BBOB_2_11_8",0.224205820645161,-0.00665527467741936,0.997992550322581,-0.558187400322581,-0.997290469032258,0.52159192516129,0.401764051935484,0.995338931935484,0.488611827096774,0.791066373870968,-0.979829767741936,-0.128561929419355,-0.394534572903226,0.304742893225806,0.891243471290323,-0.92904647,0.469569193870968,0.0375484073225806,-0.416730642903226,-0.888814069354839,-0.247921989032258,0.945040385806452,-0.330296696451613,0.866953525483871,0.116260605516129
"Bi-Objective BBOB_2_11_9",-0.0285453118709677,-0.130802522419355,0.969138740645161,-0.765713769354839,-0.993804556129032,0.511453402903226,0.496963290322581,0.996579343225806,0.265480907741936,0.76419244,-0.912924947096774,-0.541085723870968,-0.379827706774194,-0.17244265483871,0.597067431290323,-0.872628788709677,0.516754470967742,0.753686425806452,0.347455410967742,-0.53837461483871,0.249141899032258,0.925845945483871,-0.292467400322581,0.804628757741936,0.109496685677419
