"instance","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49"
"Bi-Objective BBOB_2_10_1",0.779219943870968,-0.294016698,-0.999999343548387,-0.999992845806452,-0.730749018709677,0.912896280967742,-1,-0.974281812580645,-0.240133772612903,-0.82439254483871,-0.910093803870968,-0.999999977419355,0.688099757741935,-0.00897607809677419,0.281217415,0.932004131290323,-0.780530271612903,-0.062796792516129,0.853560060967742,1,-0.967993303870968,1,0.977592273548387,-0.625963760645161,-0.996183160645161,1,0.150373984903226,-0.99974037,0.615566983548387,-0.973913986774194,-0.958357763870968,0.986729972580645,0.882520854193548,-0.563213199677419,0.254107850774194,-0.99744839483871,0.572403879354839,-0.774749390322581,-0.147393590580645,-0.823461716774194,-0.529102418709677,-0.123951755322581,-0.556047,-0.526648630322581,0.94544299,0.687001287741935,-0.284693411612903,0.998537302903226,0.145377389806452
"Bi-Objective BBOB_2_10_10",0.607814347741935,-0.173874511193548,-0.99999782,-0.99995687516129,-0.746213766129032,0.971798505806452,-0.999999964516129,-0.971627210967742,-0.114317666290323,-0.939661752580645,-0.566291035354839,-0.999999877419355,0.799738673548387,0.317759498290323,0.372756128129032,0.810896197096774,-0.889935061612903,0.0231208757419355,0.838059524516129,0.999999983870968,-0.938003000322581,1,0.974009019677419,-0.815602277419355,-0.988188387419355,0.999999996774194,0.532455961935484,-0.99961922483871,0.446824501612903,-0.936367886774194,-0.907601549354839,0.981888577419355,0.885487392580645,-0.74856354516129,0.248937476290323,-0.991555798064516,0.357090973548387,-0.606718460322581,0.104062291387097,-0.831996314193548,-0.706926251290323,-0.228873783548387,-0.342510441290323,-0.063289036516129,0.900286782580645,0.626878751290323,-0.209093593451613,0.996117417096774,0.152029968096774
"Bi-Objective BBOB_2_10_2",0.683531032903226,0.417257009677419,-0.999999610967742,-0.999989519354839,-0.901993022258065,0.975545451612903,-1,-0.923501000967742,-0.234739578451613,-0.852722677096774,-0.494920799677419,-0.999999996774194,0.899182710645161,0.689109085483871,0.152805428290323,0.520898212258065,-0.957616417741936,0.456664957096774,0.891513276774194,1,-0.931265109032258,1,0.994150730967742,-0.897901337741935,-0.978758847096774,1,0.140384917387097,-0.999894707419355,0.712877598709677,-0.947014622903226,-0.861746404193548,0.992789521612903,0.912819996129032,-0.657036133870968,0.752315056129032,-0.992909493225806,0.356196467419355,-0.416580760645161,-0.0314009793548387,-0.85466000516129,-0.714742587419355,-0.125222944483871,-0.392345743548387,-0.44676941,0.956907086451613,0.431587929677419,-0.368480438580645,0.992356559354839,0.15426352716129
"Bi-Objective BBOB_2_10_3",0.442799129354839,-0.11159211216129,-0.999999929032258,-0.999998143225806,-0.978249007096774,0.944259238709677,-1,-0.706122836774194,-0.483538453870968,-0.466299462258065,0.351723052903226,-1,0.97382574516129,-0.276403013548387,0.955850605483871,-0.241404922677419,-0.787176973225806,0.576774848387097,0.886039729677419,1,-0.998317992903226,1,0.98579768516129,-0.993416372258065,-0.953697656451613,1,-0.0810700920967742,-0.999116228709677,0.461778668709677,-0.969862627419355,0.341891382580645,0.99898833483871,0.883507290645161,-0.709953431290323,0.989672214516129,-0.574780489032258,0.704470412258065,0.329068921935484,0.846072912903226,-0.607825693870968,0.717203479032258,0.595301572903226,-0.823829844516129,-0.180476511806452,0.995917297419355,0.554836392064516,-0.796741437096774,0.981177712903226,0.162173032741935
"Bi-Objective BBOB_2_10_4",0.717313458064516,0.30230838783871,-0.999998846451613,-0.999972359032258,-0.899906399032258,0.988423191935484,-1,-0.913485806451613,-0.0932187828709677,-0.97972606516129,-0.0798450231935484,-0.999999987096774,0.866347370967742,0.647258350967742,0.0315178312258065,0.277583996387097,-0.935736299677419,-0.0532635084516129,0.763955837419355,1,-0.931306764516129,1,0.963604530967742,-0.829429350322581,-0.971994480322581,1,0.650430525483871,-0.999793248709677,0.646932423225806,-0.907999145806452,-0.827682514193548,0.994694483870968,0.778651546129032,-0.448284258483871,0.695246030645161,-0.957997128709677,0.24727682183871,-0.294657207096774,0.340965772387097,-0.848352983225806,-0.518229039354839,-0.297769722387097,-0.112247413645161,0.150079760129032,0.95076559483871,0.422197807483871,-0.388707929516129,0.997894450322581,0.168275117903226
"Bi-Objective BBOB_2_10_5",0.851113276129032,-0.0242754273225806,-0.999999262580645,-0.999997090967742,-0.809860557096774,0.920906736774194,-1,-0.969678240322581,-0.136344328774194,-0.877712201935484,-0.882483948064516,-1,0.689771921612903,0.0382470560645161,-0.290967131612903,0.845621617419355,-0.809089338387097,-0.0442373121612903,0.759967981935484,1,-0.903441058387097,1,0.980614468387097,-0.392313426225806,-0.991845858064516,1,0.224847564774194,-0.999808436451613,0.796723366774194,-0.983642393870968,-0.965578951935484,0.994959896451613,0.751413231612903,-0.0391098680645161,0.497970114516129,-0.997221510322581,0.618408723870968,-0.57267621,-0.285793736451613,-0.776870902903226,-0.596998375483871,-0.542722288258065,-0.605763874516129,-0.292826038354839,0.967331456774194,0.682991324193548,-0.483523705483871,0.999395443870968,0.164787700032258
"Bi-Objective BBOB_2_10_6",0.794182622580645,-0.165411934612903,-0.999998979677419,-0.999985259032258,-0.700281726774194,0.973875497741935,-1,-0.918594461935484,-0.439823837419355,-0.971716507096774,-0.536226169129032,-0.999999961290323,0.848367954516129,0.433977044516129,0.0947690081612903,0.765991606451613,-0.780725057741935,0.0317515262903226,0.707382558064516,1,-0.922202917419355,1,0.98102617516129,-0.66332573483871,-0.968485842903226,1,0.595253558709677,-0.999688325806452,0.68645264,-0.970959487741936,-0.806949937419355,0.996662395806452,0.89437708483871,-0.65256527483871,0.544149970322581,-0.978573170967742,0.440342711967742,-0.420667136774194,0.327793613677419,-0.761875086451613,-0.441946890322581,-0.345153018967742,-0.398044818387097,0.0475801568387097,0.938995255806452,0.64648086,-0.455125971096774,0.996873528709677,0.164796398548387
"Bi-Objective BBOB_2_10_7",0.697206230322581,0.314126348580645,-0.999998573225806,-0.999981370322581,-0.788230653548387,0.938689933225806,-0.999999974193548,-0.966184483225806,-0.101192462322581,-0.832376850322581,-0.52266650516129,-0.999999887096774,0.864775179032258,0.301926257483871,0.444728601935484,0.802080658387097,-0.967511633870968,0.227506800290323,0.937190528709677,0.999999990322581,-0.86740575483871,1,0.995179850322581,-0.730155902580645,-0.960254307741936,1,0.288452169032258,-0.999825247741935,0.412597335967742,-0.965526512258065,-0.93983592516129,0.987473140645161,0.866229148064516,-0.796169848064516,0.568535269354839,-0.991110015806452,0.443465032580645,-0.425507196129032,-0.00986665706451613,-0.832160877419355,-0.843347090967742,-0.48378944,-0.627432810967742,-0.152480233774194,0.920195573870968,0.76528854483871,-0.289697426451613,0.994294324516129,0.156119469709677
"Bi-Objective BBOB_2_10_8",0.69274654483871,0.311571677935484,-0.999998242580645,-0.99998905516129,-0.82541083483871,0.965125680322581,-1,-0.949472877741935,0.619041974516129,-0.972333690967742,-0.0544679686451613,-0.999999993548387,0.736594367096774,0.599135329032258,-0.297150021612903,0.321752172870968,-0.777428152580645,0.20712792316129,0.777915989677419,1,-0.927471954193548,1,0.95704591483871,-0.622791980967742,-0.919126534516129,1,0.667420841935484,-0.999665085806452,0.786722217419355,-0.964639533225806,-0.970368101290323,0.993363943870968,0.599298217419355,-0.193783637290323,0.698718285483871,-0.934152503870968,0.133314749387097,-0.0453883810967742,0.0552406022903226,-0.829230765483871,-0.756117337096774,-0.750918817741935,-0.290086644967742,-0.118950173870968,0.945567388709677,0.547622513870968,-0.406485361612903,0.998392460967742,0.15178712716129
"Bi-Objective BBOB_2_10_9",0.760245609032258,0.215715903258065,-0.999999919354839,-0.999999069354839,-0.963039938064516,0.982347167419355,-1,-0.781139263870968,-0.658508858064516,-0.68687550516129,-0.67684269516129,-1,0.936741642580645,0.416043603225806,0.105639253290323,0.297716301096774,-0.837857430322581,0.47486208516129,0.867364251612903,1,-0.974101568064516,1,0.992237083225807,-0.919148131935484,-0.975523497741935,1,-0.195436490774194,-0.99986894483871,0.864897336774194,-0.987374215483871,-0.473628573870968,0.999475258064516,0.863615215483871,-0.0771051466129032,0.952800737096774,-0.986246562258065,0.730301616451613,-0.164882340741935,0.377731367419355,-0.701714468709677,0.265409356290323,0.102529478129032,-0.811105000645161,-0.285906757193548,0.995402374193548,0.311436182129032,-0.806557998709677,0.991409083225806,0.164294950387097
