"instance","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49"
"Bi-Objective BBOB_2_10_1",-0.944942774516129,-0.0372304373870968,-0.440099602258064,0.670897327096774,0.996616746129032,-0.0822282696774193,-0.99999668483871,0.50299597,-1,-0.339908673548387,1,-0.227203481483871,0.988213688387097,-0.987220487096774,0.999926597419355,-0.202597767354839,-0.853995322903226,-0.996983550645161,-0.0128748920322581,-0.993147985483871,0.996376139032258,0.847636069677419,-0.194018643290323,-0.999999641612903,-0.891278664193548,-0.441144100645161,-0.372731739129032,0.939947282258065,0.999999896774194,-0.462258433129032,0.697829065806452,0.205854324516129,0.26363336,0.573502144193548,-0.999690328709677,-0.999997973870968,0.999907007419355,0.9999999,0.404897778709677,0.993206584193548,0.838340913548387,0.53947816516129,0.881478693225806,0.99333928516129,-0.999998428709677,0.963254245483871,0.999991112903226,0.961376383225806,0.149318879612903
"Bi-Objective BBOB_2_10_10",-0.966094360645161,-0.0188173576129032,-0.447850478064516,0.755137724193548,0.996559469032258,0.0204281117096774,-0.999991982258065,0.491877941290323,-1,0.16983284916129,1,-0.0331870338387097,0.989408138387097,-0.988278110645161,0.99995065516129,-0.585442741612903,-0.814511753225806,-0.98813703483871,-0.258977387290323,-0.982913136451613,0.998097182258065,0.922989719677419,-0.58801176,-0.999999223548387,-0.839664933548387,-0.193858177387097,-0.669994612903226,0.930048729677419,0.999999883870968,-0.277888108096774,0.721955234516129,0.368879517096774,0.317974937741935,0.419733266129032,-0.999827621290323,-0.999998907419355,0.999889777419355,0.999999890322581,0.470703937096774,0.987663621935484,0.852023819354839,0.632983135483871,0.83931355483871,0.992731220967742,-0.999997083870968,0.982161888064516,0.999993687096774,0.973750818709677,0.154858266129032
"Bi-Objective BBOB_2_10_2",-0.918270648387097,0.0813772050967742,-0.074301559,0.598236854516129,0.997952192258065,-0.253817581612903,-0.999994083225806,0.357008488387097,-1,0.37423020516129,1,-0.0320152655806452,0.983877655806452,-0.985319057741936,0.999926970967742,-0.398253154935484,-0.869279921612903,-0.994870111290323,-0.198565134774194,-0.984786552580645,0.997492010967742,0.86173465,-0.0143279785483871,-0.999999390645161,-0.692898856774193,-0.162533664903226,-0.465434580967742,0.872111372903226,0.999999896774194,-0.0379741081290323,0.761477476774194,0.238216495354839,0.224618659032258,0.367577802580645,-0.999736941290323,-0.999999672903226,0.999943861290323,0.9999999,0.438953387419355,0.992196969354839,0.891821908709677,0.789779843225806,0.869021271290323,0.993179662258065,-0.999998063225806,0.98490603516129,0.99999019,0.976931518387097,0.153877973548387
"Bi-Objective BBOB_2_10_3",-0.892919131290323,0.836496601935484,0.657033842903226,0.545586596129032,0.999831708387097,-0.0371138181290323,-0.999984350322581,0.66045871516129,-0.999999996774194,0.781842948064516,0.999999996774194,-0.124801850516129,0.763186909677419,-0.994633986129032,0.999643482580645,0.89954830483871,-0.964460618387097,-0.998447351612903,-0.464878511612903,-0.985452555806452,0.999913243548387,0.681307731935484,0.671178589677419,-0.999998151935484,-0.865102416774194,0.717451491290323,-0.0958565066129032,0.835720681935484,0.999999859354839,0.813759076451613,0.771285303225806,0.309409267903226,0.0750171369354839,-0.407003177096774,-0.99832806483871,-0.999999919354839,0.999965703225806,0.999999877419355,0.777475372580645,0.998066659354839,0.903424106774194,0.145309874612903,0.644746283354839,0.996993114516129,-0.999930031612903,0.777222285483871,0.999971307741935,0.822813998064516,0.185495938064516
"Bi-Objective BBOB_2_10_4",-0.893106166451613,0.170395829935484,-0.105519839483871,0.762696633870968,0.997985066129032,0.00403017922580646,-0.999993196774194,0.494143653870968,-1,0.841434577096774,1,-0.219576218967742,0.966751624193548,-0.990877788387097,0.999861641612903,-0.533205401612903,-0.906014987741935,-0.994047292903226,-0.409708153870968,-0.969162640967742,0.998657164193548,0.847805531935484,-0.512870769709677,-0.999999152580645,-0.637757478709677,-0.037955836483871,-0.763308699032258,0.953197772903226,0.999999872258065,0.233094729,0.82417396,0.227297186451613,0.301679007741935,0.305494028677419,-0.999854278064516,-0.999999909677419,0.999890074193548,0.999999896774194,0.634056362903226,0.979919062903226,0.838855917741935,0.767506910645161,0.396906511612903,0.997695568387097,-0.999996777096774,0.986824862580645,0.99999327,0.986190677419355,0.164021591870968
"Bi-Objective BBOB_2_10_5",-0.868556238064516,-0.109259544967742,-0.0620123161290323,0.58336942,0.993800286774194,-0.772288500645161,-0.999996816774194,0.494122438387097,-1,0.0194052925806452,1,-0.352917974322581,0.95062488,-0.992810524193548,0.999848809354839,-0.338758028967742,-0.877264779677419,-0.99709910483871,-0.520049293870968,-0.991144470322581,0.990434326129032,0.93054834516129,-0.102808394806452,-0.999999438064516,-0.744474781612903,-0.879234651290323,-0.0635865938709678,0.965787337419355,0.999999697741936,-0.632492558193548,0.731302846129032,-0.00281199012903226,0.244237759032258,0.590353698709677,-0.999897514516129,-0.999998601935484,0.999949767741935,0.999999893548387,0.676644280322581,0.971416371935484,0.765135294193548,0.397211875806452,0.765892132258065,0.994268864193548,-0.999998353225806,0.985998723225807,0.999988322258065,0.931075217096774,0.157514572032258
"Bi-Objective BBOB_2_10_6",-0.823089624516129,0.521726485806452,-0.117256583225806,0.861106182903226,0.998273448709677,-0.0409139600967742,-0.999994321290323,0.673832181612903,-1,0.454227359516129,1,-0.186971887032258,0.963174683225806,-0.993290803548387,0.999835727096774,-0.350840459741936,-0.908356117096774,-0.996415413870968,-0.191555031258065,-0.962841598064516,0.999760308709677,0.758375119354839,-0.407050087516129,-0.999997259032258,-0.848263800645161,0.182483134225806,-0.475478693870968,0.960873490967742,0.9999999,0.0246458949354839,0.77676339516129,0.385744293548387,0.266755929354839,0.303964473870968,-0.999536020322581,-0.999999620967742,0.999924170967742,0.999999903225806,0.34358852916129,0.99519535,0.840705086129032,0.665658931290323,0.536192153935484,0.997052141290323,-0.999995057096774,0.938689509677419,0.999978486129032,0.985349089032258,0.168856605322581
"Bi-Objective BBOB_2_10_7",-0.961557883870968,-0.0374413188064516,-0.139950796645161,0.471233583548387,0.996776081612903,-0.523704222903226,-0.999998530967742,0.461166318064516,-1,-0.109216211129032,1,0.217343308580645,0.993836742258065,-0.970053936129032,0.999946562903226,-0.114651614290323,-0.670978729354839,-0.988090149032258,-0.266161016483871,-0.996177320322581,0.995699366451613,0.906587576129032,-0.428640140967742,-0.999999812903226,-0.890820161935484,-0.343676195967742,-0.399775687741936,0.884372246774194,0.9999999,-0.611238847096774,0.680885112580645,0.25078948516129,0.217098599677419,0.381920506129032,-0.999907160322581,-0.999999441290323,0.999970535483871,0.9999999,0.416342462580645,0.984479774193548,0.789360729354839,0.518026245806452,0.82104645516129,0.985860799354839,-0.999998967419355,0.981037937741935,0.999997291935484,0.942385218387097,0.155223477258065
"Bi-Objective BBOB_2_10_8",-0.734056704193548,0.438293111612903,0.292844925741935,0.498943234193548,0.995425494516129,-0.886747767741936,-0.999997978709677,0.587053742903226,-1,0.782391827419355,1,-0.207208010516129,0.919830953548387,-0.992838034516129,0.999179197741936,-0.378440817096774,-0.683166231612903,-0.995355271612903,-0.747352682258065,-0.990675927096774,0.99261477483871,0.931409668064516,-0.453832666129032,-0.999999154516129,-0.816244112258064,-0.500304046129032,-0.639919207419355,0.980523126129032,0.999999880645161,-0.548861547741936,0.601050851612903,0.220280306032258,0.347649679354839,0.516887082258064,-0.99996258516129,-0.999999970967742,0.999952447741935,0.999999870967742,0.578922027741935,0.969087406451613,0.565643276129032,0.734179256774194,-0.207937391612903,0.997887779354839,-0.999998453870968,0.975543192580645,0.99998519516129,0.946438644193548,0.141430124096774
"Bi-Objective BBOB_2_10_9",-0.761202803548387,0.550518285806452,0.550947860645161,0.787935216451613,0.999097632258064,-0.306812884967742,-0.999983750645161,0.584168668387097,-0.999999977419355,0.52884499116129,0.999999987096774,-0.426259474387097,0.924165259032258,-0.994456193870968,0.999759372580645,0.624121748064516,-0.967350963548387,-0.999227615483871,-0.521705456774194,-0.986056520967742,0.999365563548387,0.707320532903226,0.655503524516129,-0.999995121612903,-0.795292126451613,-0.106457001354839,0.0355507042903226,0.894248712580645,0.999999644516129,0.293492474935484,0.746490908387097,0.293373620806452,0.191772628064516,-0.135581275677419,-0.998619956129032,-0.999999727741935,0.999894868064516,0.9999999,0.485726034193548,0.998184131935484,0.948309902580645,0.530956514645161,0.525738405096774,0.996805138064516,-0.999983308709677,0.924891712903226,0.999938677419355,0.970625240322581,0.148753942903226
